athlete_id,rank,discipline,season,date,event_id,event_location,d_cat,firstname,lastname,age,gender,country,height,arm_span,paraclimbing_sport_class,birthday,gdp_per_capita
1773,45,speed,2019,2019-07-06,1118,VillarsWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,30,lead,2019,2019-07-06,1118,VillarsWC,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,25,boulder,2019,2019-06-08,1117,VailWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,33,boulder,2019,2019-05-05,1115,WujiangWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,55,speed,2019,2019-05-05,1115,WujiangWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,43,boulder,2019,2019-04-28,1114,ChongqingWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,46,speed,2019,2019-04-28,1114,ChongqingWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,41,boulder,2019,2019-04-14,1113,MoscowWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,44,speed,2019,2019-04-14,1113,MoscowWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,35,boulder,2019,2019-04-06,1112,MeiringenWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,69511.766
1773,6,combined,2018,2018-11-26,1085,PAC Guayaquil,452,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,3,lead,2018,2018-11-26,1085,PAC Guayaquil,449,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,4,boulder,2018,2018-11-26,1085,PAC Guayaquil,451,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,17,speed,2018,2018-11-26,1085,PAC Guayaquil,450,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,47,speed,2018,2018-09-16,1061,WCH Innsbruck,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,31,boulder,2018,2018-09-16,1061,WCH Innsbruck,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,17,combined,2018,2018-09-16,1061,WCH Innsbruck,4,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,23,lead,2018,2018-09-16,1061,WCH Innsbruck,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,31,boulder,2018,2018-08-18,1057,MunichWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,27,lead,2018,2018-07-28,1056,ArcoWC,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,50,lead,2018,2018-07-21,1055,BriançonWC,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,49,lead,2018,2018-07-13,1054,ChamonixWC,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,56,speed,2018,2018-07-13,1054,ChamonixWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,42,lead,2018,2018-07-07,1053,VillarsWC,1,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,40,speed,2018,2018-07-07,1053,VillarsWC,2,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,49,boulder,2018,2018-06-09,1052,VailWC,3,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,68070.21
1773,27,boulder,2017,2017-09-10,998,WYCH Innsbruck,11,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,66458.02
1773,11,combined,2017,2017-09-10,998,WYCH Innsbruck,12,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,66458.02
1773,41,speed,2017,2017-09-10,998,WYCH Innsbruck,10,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,66458.02
1773,7,lead,2017,2017-09-10,998,WYCH Innsbruck,9,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,66458.02
1773,14,lead,2015,2015-09-06,910,WYCH Arco,13,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,64575.406
1773,2,lead,2014,2014-09-23,867,WYCH Noumea,17,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,63191.246
1773,10,lead,2013,2013-08-19,808,WYCH Saanich,17,Rudolph,RUANA,25.0,male,USA,,,,1999-08-19,62089.348
1782,11,lead,2018,2018-09-16,1064,Paraclimbing_WCH_18,61,William,LOWARY,38.0,male,USA,,,,1986-01-28,68070.21
1782,8,lead,2014,2014-09-14,872,Gijon,61,William,LOWARY,38.0,male,USA,,,,1986-01-28,63191.246
1790,53,lead,2017,2017-09-10,998,WYCH Innsbruck,13,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,66458.02
1790,43,lead,2016,2016-11-13,953,WYCH Guangzhou,13,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,65275.57
1790,21,speed,2015,2015-09-06,910,WYCH Arco,18,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,64575.406
1790,12,lead,2015,2015-09-06,910,WYCH Arco,17,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,64575.406
1790,5,boulder,2014,2014-11-30,882,PAC YCH Mexico City,463,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,63191.246
1790,4,lead,2014,2014-11-30,882,PAC YCH Mexico City,461,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,63191.246
1790,14,lead,2014,2014-09-23,867,WYCH Noumea,17,Lucas,KEPL,24.0,male,USA,,,,2000-09-27,63191.246
1787,55,lead,2017,2017-09-24,994,EdinburghWC,1,Jordan,ROMIG,29.0,male,USA,,,,1995-04-02,66458.02
1787,18,speed,2017,2017-09-24,994,EdinburghWC,2,Jordan,ROMIG,29.0,male,USA,,,,1995-04-02,66458.02
1787,32,speed,2017,2017-08-26,993,ArcoWC,2,Jordan,ROMIG,29.0,male,USA,,,,1995-04-02,66458.02
1787,11,speed,2014,2014-11-30,882,PAC YCH Mexico City,454,Jordan,ROMIG,29.0,male,USA,,,,1995-04-02,63191.246
1787,17,speed,2014,2014-09-23,867,WYCH Noumea,10,Jordan,ROMIG,29.0,male,USA,,,,1995-04-02,63191.246
1785,15,lead,2023,2023-08-10,1338,Bern,585,Connor,KING,27.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1996-11-11,74577.51
1785,10,lead,2023,2023-05-18,1335,Salt Lake City,585,Connor,KING,27.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1996-11-11,74577.51
1785,3,lead,2016,2016-09-18,956,Paraclimbing_WCH_16,97,Connor,KING,27.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1996-11-11,65275.57
1785,5,lead,2014,2014-09-14,872,Gijon,89,Connor,KING,27.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1996-11-11,63191.246
1786,7,speed,2017,2017-09-10,998,WYCH Innsbruck,26,Amanda,WOOTEN,25.0,female,USA,,,,1998-12-25,66458.02
1786,5,speed,2016,2016-11-13,953,WYCH Guangzhou,26,Amanda,WOOTEN,25.0,female,USA,,,,1998-12-25,65275.57
1786,6,speed,2015,2015-09-06,910,WYCH Arco,30,Amanda,WOOTEN,25.0,female,USA,,,,1998-12-25,64575.406
1786,5,speed,2014,2014-09-23,867,WYCH Noumea,30,Amanda,WOOTEN,25.0,female,USA,,,,1998-12-25,63191.246
1784,8,lead,2018,2018-09-16,1064,Paraclimbing_WCH_18,97,Adam,PAYNE,53.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1971-02-01,68070.21
1784,5,lead,2016,2016-09-18,956,Paraclimbing_WCH_16,97,Adam,PAYNE,53.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1971-02-01,65275.57
1784,6,lead,2014,2014-09-14,872,Gijon,89,Adam,PAYNE,53.0,male,USA,,,"Limited Range, Power & Stability 1: RP1",1971-02-01,63191.246
1795,39,boulder,2016,2016-05-15,941,NaviMumbaiWC,3,Peter,ERARD,35.0,male,USA,,,,1989-05-21,65275.57
1795,68,boulder,2016,2016-04-24,938,KazoWC,3,Peter,ERARD,35.0,male,USA,,,,1989-05-21,65275.57
1795,65,boulder,2015,2015-06-06,899,Vail,3,Peter,ERARD,35.0,male,USA,,,,1989-05-21,64575.406
1796,137,boulder,2016,2016-08-13,947,MunichWC,3,Christopher,SMITH,38.0,male,USA,,,,1985-12-11,65275.57
1796,103,boulder,2016,2016-05-21,942,TyrolWC,3,Christopher,SMITH,38.0,male,USA,,,,1985-12-11,65275.57
1796,79,boulder,2016,2016-04-16,937,MeiringenWC,3,Christopher,SMITH,38.0,male,USA,,,,1985-12-11,65275.57
1789,25,lead,2018,2018-06-23,1088,UCH18,353,Gentry,COLE,25.0,male,USA,,,,1999-01-06,68070.21
1789,15,speed,2018,2018-06-23,1088,UCH18,354,Gentry,COLE,25.0,male,USA,,,,1999-01-06,68070.21
1789,12,speed,2017,2017-09-10,998,WYCH Innsbruck,10,Gentry,COLE,25.0,male,USA,,,,1999-01-06,66458.02
1789,15,speed,2016,2016-11-13,953,WYCH Guangzhou,14,Gentry,COLE,25.0,male,USA,,,,1999-01-06,65275.57
1789,25,speed,2016,2016-09-18,950,WCH Paris,2,Gentry,COLE,25.0,male,USA,,,,1999-01-06,65275.57
1789,13,speed,2015,2015-09-06,910,WYCH Arco,14,Gentry,COLE,25.0,male,USA,,,,1999-01-06,64575.406
1789,2,speed,2014,2014-11-30,882,PAC YCH Mexico City,462,Gentry,COLE,25.0,male,USA,,,,1999-01-06,63191.246
1789,9,speed,2014,2014-09-23,867,WYCH Noumea,18,Gentry,COLE,25.0,male,USA,,,,1999-01-06,63191.246
1788,21,boulder,2016,2016-11-13,953,WYCH Guangzhou,11,Austin,HANSEL,26.0,male,USA,,,,1998-04-18,65275.57
1788,41,lead,2016,2016-11-13,953,WYCH Guangzhou,9,Austin,HANSEL,26.0,male,USA,,,,1998-04-18,65275.57
1788,11,speed,2016,2016-11-13,953,WYCH Guangzhou,10,Austin,HANSEL,26.0,male,USA,,,,1998-04-18,65275.57
1788,7,speed,2015,2015-09-06,910,WYCH Arco,14,Austin,HANSEL,26.0,male,USA,,,,1998-04-18,64575.406
1788,9,speed,2014,2014-09-23,867,WYCH Noumea,14,Austin,HANSEL,26.0,male,USA,,,,1998-04-18,63191.246
1754,9,speed,2023,2023-10-26,1307,Santiago,314,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,19,speed,2023,2023-08-12,1301,Bern,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,5,speed,2023,2023-07-09,1299,Chamonix,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,12,speed,2023,2023-07-02,1298,Villars-sur-Ollon,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,16,speed,2023,2023-05-22,1294,Salt Lake City,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,23,speed,2023,2023-05-07,1293,Indonesia,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,12,speed,2023,2023-04-30,1292,Seoul,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,74577.51
1754,18,speed,2022,2022-09-26,1243,Jakarta,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,7,speed,2022,2022-09-11,1288,Edinburgh,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,5,speed,2022,2022-07-17,1245,Birmingham,314,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,11,speed,2022,2022-07-10,1240,Chamonix,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,7,speed,2022,2022-07-02,1239,Villars-sur-Ollon,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,6,speed,2022,2022-05-30,1237,Salt Lake City,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,5,speed,2022,2022-05-23,1236,Salt Lake City,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,38,speed,2022,2022-05-08,1235,Seoul,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,72841.92
1754,1,speed,2021,2021-12-06,1231,Ibarra,434,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,71318.305
1754,6,speed,2021,2021-09-21,1185,Moscow,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,71318.305
1754,13,speed,2021,2021-07-03,1194,Villars,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,71318.305
1754,4,speed,2021,2021-05-31,1192,Salt Lake City,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,71318.305
1754,52,lead,2019,2019-10-27,1125,InzaiWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,47,lead,2019,2019-10-20,1124,XiamenWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,62,speed,2019,2019-10-20,1124,XiamenWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,70,lead,2019,2019-09-29,1123,KranjWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,31,combined,2019,2019-08-21,1121,WCH Hachioji,4,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,14,speed,2019,2019-08-21,1121,WCH Hachioji,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,79,boulder,2019,2019-08-21,1121,WCH Hachioji,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,47,lead,2019,2019-08-21,1121,WCH Hachioji,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,8,speed,2019,2019-07-13,1119,ChamonixWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,67,speed,2019,2019-07-06,1118,VillarsWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,53,boulder,2019,2019-06-08,1117,VailWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,17,speed,2019,2019-05-05,1115,WujiangWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,81,boulder,2019,2019-05-05,1115,WujiangWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,28,speed,2019,2019-04-28,1114,ChongqingWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,83,boulder,2019,2019-04-28,1114,ChongqingWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,74,boulder,2019,2019-04-14,1113,MoscowWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,47,speed,2019,2019-04-14,1113,MoscowWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,69511.766
1754,3,combined,2018,2018-11-26,1085,PAC Guayaquil,452,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,1,speed,2018,2018-11-26,1085,PAC Guayaquil,450,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,19,lead,2018,2018-11-26,1085,PAC Guayaquil,449,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,12,boulder,2018,2018-11-26,1085,PAC Guayaquil,451,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,27,lead,2018,2018-10-28,1060,XiamenWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,32,speed,2018,2018-10-28,1060,XiamenWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,32,speed,2018,2018-10-21,1059,Wujiang,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,27,lead,2018,2018-10-21,1059,Wujiang,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,80,combined,2018,2018-09-16,1061,WCH Innsbruck,4,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,110,speed,2018,2018-09-16,1061,WCH Innsbruck,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,89,lead,2018,2018-09-16,1061,WCH Innsbruck,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,116,boulder,2018,2018-09-16,1061,WCH Innsbruck,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,118,boulder,2018,2018-08-18,1057,MunichWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,13,speed,2018,2018-07-28,1056,ArcoWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,74,lead,2018,2018-07-28,1056,ArcoWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,71,lead,2018,2018-07-21,1055,BriançonWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,19,speed,2018,2018-07-13,1054,ChamonixWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,77,lead,2018,2018-07-13,1054,ChamonixWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,65,boulder,2018,2018-06-09,1052,VailWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,13,speed,2018,2018-05-13,1050,TaianWC,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,71,boulder,2018,2018-05-13,1050,TaianWC,3,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,68070.21
1754,5,speed,2017,2017-07-23,1028,WG_2017,314,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,66458.02
1754,78,lead,2017,2017-07-13,1164,ChamonixWC,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,66458.02
1754,85,lead,2016,2016-09-18,950,WCH Paris,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,65275.57
1754,12,speed,2016,2016-09-18,950,WCH Paris,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,65275.57
1754,2,speed,2015,2015-09-06,910,WYCH Arco,10,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,64575.406
1754,8,speed,2015,2015-05-17,897,Saanich15 ,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,64575.406
1754,1,speed,2014,2014-11-30,882,PAC YCH Mexico City,458,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,63191.246
1754,38,speed,2014,2014-09-14,862,Gijon,2,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,63191.246
1754,64,lead,2014,2014-09-14,862,Gijon,1,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,63191.246
1754,3,speed,2013,2013-08-19,808,WYCH Saanich,14,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,62089.348
1754,8,speed,2012,2012-11-25,765,PAC YCH Santiago,462,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,61224.406
1754,14,boulder,2012,2012-11-25,765,PAC YCH Santiago,463,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,61224.406
1754,6,speed,2012,2012-09-01,747,YWCH Singapore,18,John,BROSLER,27.0,male,USA,179.0,,,1997-03-19,61224.406
1792,12,boulder,2018,2018-06-23,1088,UCH18,375,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,68070.21
1792,16,lead,2018,2018-06-23,1088,UCH18,373,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,68070.21
1792,43,boulder,2018,2018-06-09,1052,VailWC,7,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,68070.21
1792,6,boulder,2017,2017-11-05,1024,PAC Montreal,475,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,66458.02
1792,23,boulder,2017,2017-09-10,998,WYCH Innsbruck,27,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,66458.02
1792,18,boulder,2017,2017-06-10,989,VailWC,7,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,66458.02
1792,26,boulder,2016,2016-06-11,943,VailWC,7,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,65275.57
1792,31,boulder,2015,2015-09-06,910,WYCH Arco,31,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,64575.406
1792,2,boulder,2014,2014-11-30,882,PAC YCH Mexico City,479,Lily,CANAVAN,26.0,female,USA,,,,1998-08-06,63191.246
1794,25,boulder,2017,2017-06-10,989,VailWC,3,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,66458.02
1794,43,boulder,2017,2017-04-08,985,MeiringenWC,3,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,66458.02
1794,51,boulder,2016,2016-09-18,950,WCH Paris,3,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,65275.57
1794,4,boulder,2015,2015-09-06,910,WYCH Arco,15,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,64575.406
1794,15,boulder,2015,2015-06-06,899,Vail,3,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,64575.406
1794,26,boulder,2015,2015-05-31,898,Toronto15 ,3,Shawn,RABOUTOU,26.0,male,USA,,,,1998-04-19,64575.406
1760,8,boulder,2018,2018-06-23,1088,UCH18,375,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,68070.21
1760,13,lead,2018,2018-06-23,1088,UCH18,373,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,68070.21
1760,12,combined,2018,2018-06-23,1088,UCH18,376,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,68070.21
1760,37,speed,2018,2018-06-23,1088,UCH18,374,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,68070.21
1760,14,speed,2013,2013-08-19,808,WYCH Saanich,30,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,62089.348
1760,10,boulder,2012,2012-11-25,765,PAC YCH Santiago,483,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,61224.406
1760,4,speed,2012,2012-11-25,765,PAC YCH Santiago,482,Hannah,TOLSON,27.0,female,USA,,,,1997-07-15,61224.406
1797,3,combined,2020,2020-03-02,70,Los Angeles,8,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,67352.39
1797,7,combined,2020,2020-02-27,1171,Los Angeles,440,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,67352.39
1797,29,lead,2019,2019-08-31,1126,YWCH Arco,25,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,69511.766
1797,6,speed,2019,2019-08-31,1126,YWCH Arco,26,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,69511.766
1797,40,speed,2019,2019-07-06,1118,VillarsWC,6,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,69511.766
1797,40,lead,2019,2019-07-06,1118,VillarsWC,5,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,69511.766
1797,2,speed,2017,2017-11-05,1024,PAC Montreal,478,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,66458.02
1797,14,speed,2016,2016-11-13,953,WYCH Guangzhou,34,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,65275.57
1797,28,boulder,2016,2016-11-13,953,WYCH Guangzhou,35,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,65275.57
1797,20,lead,2016,2016-11-13,953,WYCH Guangzhou,33,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,65275.57
1797,16,boulder,2015,2015-09-06,910,WYCH Arco,35,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,64575.406
1797,18,lead,2015,2015-09-06,910,WYCH Arco,33,Lauren,BAIR,23.0,female,USA,,,,2001-08-24,64575.406
1793,7,boulder,2017,2017-11-05,1024,PAC Montreal,455,Brett,WALKER,25.0,male,USA,,,,1999-02-13,66458.02
1793,5,speed,2017,2017-11-05,1024,PAC Montreal,454,Brett,WALKER,25.0,male,USA,,,,1999-02-13,66458.02
1793,4,lead,2017,2017-11-05,1024,PAC Montreal,453,Brett,WALKER,25.0,male,USA,,,,1999-02-13,66458.02
1793,46,boulder,2017,2017-09-10,998,WYCH Innsbruck,11,Brett,WALKER,25.0,male,USA,,,,1999-02-13,66458.02
1793,55,lead,2017,2017-09-10,998,WYCH Innsbruck,9,Brett,WALKER,25.0,male,USA,,,,1999-02-13,66458.02
1793,39,boulder,2016,2016-11-13,953,WYCH Guangzhou,15,Brett,WALKER,25.0,male,USA,,,,1999-02-13,65275.57
1793,7,boulder,2014,2014-11-30,882,PAC YCH Mexico City,463,Brett,WALKER,25.0,male,USA,,,,1999-02-13,63191.246
1793,7,lead,2014,2014-11-30,882,PAC YCH Mexico City,461,Brett,WALKER,25.0,male,USA,,,,1999-02-13,63191.246
1798,2,speed,2023,2023-10-26,1307,Santiago,314,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,42,speed,2023,2023-09-24,1303,Wujiang,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,33,speed,2023,2023-08-12,1301,Bern,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,71,speed,2023,2023-07-09,1299,Chamonix,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,38,speed,2023,2023-07-02,1298,Villars-sur-Ollon,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,26,speed,2023,2023-05-22,1294,Salt Lake City,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,39,speed,2023,2023-05-07,1293,Indonesia,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,31,speed,2023,2023-04-30,1292,Seoul,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,74577.51
1798,14,speed,2022,2022-09-26,1243,Jakarta,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,12,speed,2022,2022-09-11,1288,Edinburgh,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,9,speed,2022,2022-07-17,1245,Birmingham,314,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,14,speed,2022,2022-07-10,1240,Chamonix,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,25,speed,2022,2022-07-02,1239,Villars-sur-Ollon,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,45,speed,2022,2022-05-30,1237,Salt Lake City,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,2,speed,2022,2022-05-23,1236,Salt Lake City,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,25,speed,2022,2022-05-08,1235,Seoul,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,72841.92
1798,3,speed,2021,2021-09-21,1185,Moscow,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,71318.305
1798,14,speed,2021,2021-07-03,1194,Villars,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,71318.305
1798,31,speed,2021,2021-05-31,1192,Salt Lake City,2,Noah,BRATSCHI,24.0,male,USA,184.0,194.0,,2000-07-31,71318.305
